id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
3_M_0000,GROUP,USA\Democrats,Democratic Party,,3,M,0,0,0,1,M
3_M_0001,COUNTRY,RUS,Russia,,3,M,0,0,3,3,M
3_M_0002,GROUP,Wikileaks,WikiLeaks,,3,M,0,0,9,9,M
3_M_0003,PROPERTY,Other,alleging,Lawsuit,3,M,0,0,11,11,M
3_M_0004,MISC,RUS interference into USA election,conspiracy to influence the 2016 election,,3,M,0,0,12,17,M
3_M_0005,MISC,Lawsuit,sues,,3,M,0,0,2,2,M
3_M_0006,PROPERTY,Aggressor,sues,Trump campaign; RUS; Wikileaks,3,M,0,0,2,2,M
3_M_0007,EVENT,USA election 2016,the 2016 election,,3,M,0,0,15,17,M
3_M_0008,EVENT,Trump campaign,the Trump campaign,,3,M,0,0,5,7,M
3_M_0009,MISC,Lawsuit,A major lawsuit from the Democratic National Committee,,3,M,1,1,0,7,M
3_M_0010,GROUP,USA\Democrats,Democratic National Committee,,3,M,1,1,5,7,M
3_M_0011,GROUP,Wikileaks,Wikileaks,,3,M,1,1,17,17,M
3_M_0012,PROPERTY,No trustworthiness,conspiring,Wikileaks; RUS; Trump campaign,3,M,1,1,19,19,M
3_M_0013,MISC,RUS interference into USA election,conspiring to help the President win the 2016 election,,3,M,1,1,19,27,M
3_M_0014,PROPERTY,Aggressor,targeting,RUS; Trump campaign; Wikileaks,3,M,1,1,9,9,M
3_M_0015,EVENT,USA election 2016,the 2016 election,,3,M,1,1,25,27,M
3_M_0016,ACTOR,USA\Republicans\Trump,the President,,3,M,1,1,22,23,M
3_M_0017,COUNTRY,RUS,the Russians,,3,M,1,1,10,11,M
3_M_0018,EVENT,Trump campaign,the Trump campaign,,3,M,1,1,13,15,M
3_M_0019,GROUP,USA\Democrats,Democratic National Committee,,3,M,2,3,3,5,M
3_M_0020,ACTOR,USA\Republicans\Trump,President Trump,,3,M,2,3,32,33,M
3_M_0021,GROUP,Wikileaks,WikiLeaks,,3,M,2,3,19,19,M
3_M_0022,PROPERTY,Other,alleging,Democrats,3,M,2,3,21,21,M
3_M_0023,MISC,RUS interference into USA election,conspired to influence the 2016 election,,3,M,2,3,23,28,M
3_M_0024,PROPERTY,Power,filed a lawsuit,Democrats,3,M,2,3,6,8,M
3_M_0025,MISC,Lawsuit,lawsuit,,3,M,2,3,8,8,M
3_M_0026,EVENT,USA election 2016,the 2016 election,,3,M,2,3,26,28,M
3_M_0027,COUNTRY,RUS,the Russian government,,3,M,2,3,11,13,M
3_M_0028,EVENT,Trump campaign,the Trump campaign,,3,M,2,3,15,17,M
3_M_0029,GROUP,USA\Democrats,Democratic Party,,3,M,3,4,25,26,M
3_M_0030,ACTOR,USA\Republicans\Trump,Donald Trump,,3,M,3,4,29,30,M
3_M_0031,COUNTRY,RUS,Russia,,3,M,3,4,4,4,M
3_M_0032,MISC,Lawsuit,The lawsuit,,3,M,3,4,0,1,M
3_M_0033,EVENT,Trump campaign,Trump campaign,,3,M,3,4,15,16,M
3_M_0034,PROPERTY,Affection,"a ""willing and active partner""",RUS,3,M,3,4,6,12,M
3_M_0035,EVENT,Trump campaign,"a ""willing and active partner""",,3,M,3,4,6,12,M
3_M_0036,PROPERTY,Power,"active partner""",Trump campaign,3,M,3,4,10,12,M
3_M_0037,PROPERTY,Other,alleges,Lawsuit,3,M,3,4,2,2,M
