id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
8_R_0000,ACTOR,USA\Mueller,Mueller,,8,R,0,0,0,0,R
8_R_0001,COUNTRY,RUS,Russia,,8,R,0,0,2,2,R
8_R_0002,EVENT,RUS meddling investigation,Russia investigation,,8,R,0,0,2,3,R
8_R_0003,EVENT,RUS meddling,Russian involvement,,8,R,1,1,3,4,R
8_R_0004,ACTOR,USA\Mueller,Special Counsel Robert Mueller,,8,R,1,1,13,16,R
8_R_0005,EVENT,RUS meddling investigation,The investigation,,8,R,1,1,0,1,R
8_R_0006,PROPERTY,Power,at its helm,Mueller,8,R,1,1,17,19,R
8_R_0007,ACTOR,USA\Mueller,Mueller,,8,R,2,2,0,0,R
8_R_0008,ACTOR,USA\Trump,President Trump,,8,R,2,2,15,16,R
8_R_0009,COUNTRY,RUS,Russian officials,,8,R,2,2,20,21,R
8_R_0010,PROPERTY,Other,alleged,RUS meddling,8,R,2,2,12,12,R
8_R_0011,EVENT,RUS meddling,alleged collusion between President Trump's campaign and Russian officials,,8,R,2,2,12,21,R
8_R_0012,COUNTRY,USA,four Trump campaign associates,,8,R,2,3,9,12,R
8_R_0013,PROPERTY,Good quality,has led to charges for four Trump campaign associates,RUS meddling investigation,8,R,2,3,4,12,R
8_R_0014,EVENT,RUS meddling investigation,his investigation,,8,R,2,3,2,3,R
8_R_0015,OBJECT,Inquieries for Trump,the charges,,8,R,2,3,17,18,R
8_R_0016,COUNTRY,USA,the federal government,,8,R,2,2,6,8,R
8_R_0017,EVENT,RUS meddling investigation,the federal government's probe,,8,R,2,2,6,10,R
8_R_0018,ACTOR,USA\Trump,the president,,8,R,2,3,26,27,R
8_R_0019,PROPERTY,Power,took over,Mueller,8,R,2,2,4,5,R
8_R_0020,ACTOR,USA\Mueller,Mueller,,8,R,3,4,14,14,R
8_R_0021,EVENT,RUS meddling investigation,Mueller's investigations,,8,R,3,4,14,16,R
8_R_0022,COUNTRY,RUS,Russians,,8,R,3,4,26,26,R
8_R_0023,ACTOR,USA\Trump,Trump,,8,R,3,4,0,0,R
8_R_0024,EVENT,RUS meddling,"collusion"" with Russians",,8,R,3,4,23,26,R
8_R_0025,PROPERTY,Confidence,expressed willingness to testify under oath,Trump,8,R,3,4,5,10,R
8_R_0026,PROPERTY,Importance,"has repeatedly denied any ""collusion""",RUS meddling investigation,8,R,3,4,18,24,R
8_R_0027,ACTOR,USA\Mueller,Mueller,,8,R,4,5,2,2,R
8_R_0028,PROPERTY,Power,overseeing,Mueller,8,R,4,5,3,3,R
8_R_0029,EVENT,RUS meddling investigation,the Russia investigation,,8,R,4,5,4,6,R
8_R_0030,ACTOR,USA\Mueller,Mueller,,8,R,5,6,8,8,R
8_R_0031,COUNTRY,RUS,Russia,,8,R,5,6,15,15,R
8_R_0032,EVENT,RUS meddling,Russia's alleged meddling,,8,R,5,6,15,18,R
8_R_0033,COUNTRY,USA,The Department of Justice,,8,R,5,6,0,3,R
8_R_0034,PROPERTY,Other,alleged,RUS meddling,8,R,5,6,17,17,R
8_R_0035,PROPERTY,Power,oversee,Mueller,8,R,5,6,10,10,R
8_R_0036,EVENT,RUS meddling investigation,the federal investigation,,8,R,5,6,11,13,R
8_R_0037,COUNTRY,USA,Attorney General Jeff Sessions,,8,R,6,8,0,3,R
