id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
6_RR_0000,GROUP,Migrant caravan,Members of migrant caravan,,6,RR,0,0,0,3,RR
6_RR_0001,OBJECT,USA-MEX Border,U.S.-Mexico border,,6,RR,0,0,7,8,RR
6_RR_0002,PROPERTY,Power,prepare to reach,Migrant caravan,6,RR,0,0,4,6,RR
6_RR_0003,MISC,Migration to the USA,to reach U.S.-Mexico border,,6,RR,0,0,5,8,RR
6_RR_0004,GROUP,Migrant caravan,A caravan of hundreds of migrants,,6,RR,1,1,6,11,RR
6_RR_0005,COUNTRY,MEX,Mexico,,6,RR,1,1,23,23,RR
6_RR_0006,COUNTRY,USA,United States,,6,RR,1,1,20,21,RR
6_RR_0007,GROUP,Migrant caravan,many in search of asylum,,6,RR,1,1,28,32,RR
6_RR_0008,PROPERTY,Power,reach the border,Migrant caravan,6,RR,1,1,15,17,RR
6_RR_0009,OBJECT,USA-MEX Border,the border between the United States and Mexico,,6,RR,1,1,16,23,RR
6_RR_0010,GROUP,Migrant caravan,Members of the caravan,,6,RR,2,2,0,3,RR
6_RR_0011,COUNTRY,USA,U.S. Customs and Border Protection,,6,RR,2,2,36,40,RR
6_RR_0012,COUNTRY,USA,U.S. authorities,,6,RR,2,2,24,25,RR
6_RR_0013,PROPERTY,Other,according to,USA,6,RR,2,2,34,35,RR
6_RR_0014,PROPERTY,Power,gathered at,Migrant caravan,6,RR,2,2,4,5,RR
6_RR_0015,OBJECT,USA-MEX Border,the San Ysidro Port of Entry,,6,RR,2,2,27,32,RR
6_RR_0016,PROPERTY,Weakness,wait to be processed,Migrant caravan,6,RR,2,2,19,22,RR
6_RR_0017,MISC,Migration to the USA,wait to be processed by U.S. authorities,,6,RR,2,2,19,25,RR
6_RR_0018,PROPERTY,Weakness,will have to remain,Migrant caravan,6,RR,2,2,13,16,RR
6_RR_0019,COUNTRY,USA,CBP officers,,6,RR,3,3,19,20,RR
6_RR_0020,COUNTRY,MEX,Mexico,,6,RR,3,3,17,17,RR
6_RR_0021,ACTOR-I,USA\USA-I,Pete Flores,,6,RR,3,3,32,33,RR
