id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
6_LL_0000,GROUP,Migrant caravan,Migrant Caravan,,6,LL,0,0,0,1,LL
6_LL_0001,PROPERTY,Aggressor,Threats,Trump,6,LL,0,0,10,10,LL
6_LL_0002,PROPERTY,Victim,Threats,Migrant caravan,6,LL,0,0,10,10,LL
6_LL_0003,ACTOR,USA\Trump,Trump,,6,LL,0,0,8,8,LL
6_LL_0004,OBJECT,USA-MEX Border,U.S. Border,,6,LL,0,0,4,5,LL
6_LL_0005,COUNTRY,USA,The White House,,6,LL,1,1,0,2,LL
6_LL_0006,PROPERTY,Power,mobilized,USA,6,LL,1,1,3,3,LL
6_LL_0007,PROPERTY,Importance,national security threat,Migrant caravan,6,LL,1,1,16,18,LL
6_LL_0008,COUNTRY,USA,the National Guard,,6,LL,1,1,4,6,LL
6_LL_0009,GROUP,Migrant caravan,the asylum-seekers,,6,LL,1,1,12,13,LL
6_LL_0010,PROPERTY,Aggressor,threatened prosecution,USA,6,LL,1,1,8,9,LL
6_LL_0011,PROPERTY,Victim,threatened prosecution,Migrant caravan,6,LL,1,1,8,9,LL
6_LL_0012,ACTOR,USA\Trump,President Donald Trump,,6,LL,2,3,3,5,LL
6_LL_0013,ACTOR-I,USA\USA-I,The secretary of homeland security,,6,LL,2,6,0,4,LL
6_LL_0014,GROUP,Migrant caravan,a caravan of hundreds of Central Americans,,6,LL,2,3,17,23,LL
6_LL_0015,MISC,Migration to the USA,"a ""crisis"" at the border",,6,LL,2,5,7,13,LL
6_LL_0016,OBJECT,USA-MEX Border,border,,6,LL,2,5,13,13,LL
6_LL_0017,PROPERTY,Importance,crisis,Migration to the USA,6,LL,2,5,9,9,LL
6_LL_0018,OBJECT,USA-MEX Border,illegal entries,,6,LL,2,5,19,20,LL
6_LL_0019,PROPERTY,Power,issued a statement,USA-I,6,LL,2,6,5,7,LL
6_LL_0020,PROPERTY,Aggressor,mobilized,Trump,6,LL,2,4,7,7,LL
6_LL_0021,PROPERTY,Unimportance,plummeted to their lowest,Migration to the USA,6,LL,2,5,22,25,LL
6_LL_0022,PROPERTY,Aggressor,railed against,Trump,6,LL,2,5,1,2,LL
6_LL_0023,PROPERTY,Weakness,seek asylum,Migrant caravan,6,LL,2,3,31,32,LL
6_LL_0024,GROUP,Migrant caravan\People without borders,smugglers,,6,LL,2,6,15,15,LL
6_LL_0025,PROPERTY,Unlawfulness,smugglers,Migrant caravan,6,LL,2,6,15,15,LL
6_LL_0026,COUNTRY,USA,the National Guard,,6,LL,2,4,8,10,LL
6_LL_0027,COUNTRY,USA,the United States,,6,LL,2,3,34,36,LL
6_LL_0028,ACTOR-I,USA\USA-I,the attorney general,,6,LL,2,6,18,20,LL
6_LL_0029,GROUP,Migrant caravan,the caravan,,6,LL,2,6,9,10,LL
6_LL_0030,GROUP,Migrant caravan\People without borders,the caravan's organizers,,6,LL,2,6,9,12,LL
6_LL_0031,PROPERTY,Aggressor,threatened,USA-I,6,LL,2,6,21,21,LL
6_LL_0032,PROPERTY,Victim,threatened,Migrant caravan,6,LL,2,6,21,21,LL
6_LL_0033,MISC,Migration to the USA,traveling through Mexico,,6,LL,2,3,25,27,LL
6_LL_0034,PROPERTY,Aggressor,whipped himself into a fury,Trump,6,LL,2,3,6,10,LL
6_LL_0035,ACTOR,USA\Trump,Trump,,6,LL,3,8,2,2,LL
6_LL_0036,MISC,Migration to the USA,crossing,,6,LL,3,8,22,22,LL
6_LL_0037,PROPERTY,Aggressor,fulminations against,Trump,6,LL,3,8,4,5,LL
6_LL_0038,PROPERTY,Victim,fulminations against,Migrant caravan,6,LL,3,8,4,5,LL
6_LL_0039,COUNTRY,USA,his administration,,6,LL,3,8,12,13,LL
6_LL_0040,PROPERTY,Aggressor,made their way to,Migrant caravan,6,LL,3,7,7,10,LL
6_LL_0041,MISC,Migration to the USA,made their way to the U.S.-Mexico border,,6,LL,3,7,7,13,LL
6_LL_0042,OBJECT,USA-MEX Border,the U.S.-Mexico border,,6,LL,3,7,11,13,LL
6_LL_0043,GROUP,Migrant caravan,the caravan,,6,LL,3,7,5,6,LL
6_LL_0044,PROPERTY,Unsafety,unclear whether his administration has any practical way,Migration to the USA,6,LL,3,8,10,17,LL
6_LL_0045,GROUP,Migrant caravan,The caravan,,6,LL,4,9,0,1,LL
6_LL_0046,GROUP,Migrant caravan\People without borders,The caravan's organizers,,6,LL,4,9,0,3,LL
