id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
9_L_0000,PROPERTY,Other,Claims on,ISR,9,L,0,0,2,3,L
9_L_0001,PROPERTY,Power,Divide,ISR,9,L,0,0,5,5,L
9_L_0002,COUNTRY,IRN,Iran,,9,L,0,0,4,4,L
9_L_0003,COUNTRY,ISR,Israel,,9,L,0,0,0,0,L
9_L_0004,OBJECT,Nuclear deal,Nuclear Deal,,9,L,0,0,12,13,L
9_L_0005,COUNTRY,USA,U.S.,,9,L,0,0,8,8,L
9_L_0006,COUNTRY,ISR,Israel,,9,L,1,1,5,5,L
9_L_0007,COUNTRY,USA,Mike Pompeo,,9,L,1,1,13,14,L
9_L_0008,COUNTRY,USA,Mr. Pompeo,,9,L,1,2,4,5,L
9_L_0009,ACTOR,ISR\Netanyahu,Prime Minister Benjamin Netanyahu,,9,L,1,1,0,3,L
9_L_0010,COUNTRY,USA,Secretary of State,,9,L,1,1,10,12,L
9_L_0011,ACTOR,ISR\Netanyahu,The prime minister,,9,L,1,2,0,2,L
9_L_0012,PROPERTY,Power,briefed,Netanyahu,9,L,1,2,3,3,L
9_L_0013,EVENT,Presentation,presentation,,9,L,1,2,11,11,L
9_L_0014,COUNTRY,IRN,Iran,,9,L,2,3,12,12,L
9_L_0015,COUNTRY,ISR,Israel,,9,L,2,3,8,8,L
9_L_0016,COUNTRY,USA,The Trump administration,,9,L,2,3,2,4,L
9_L_0017,OBJECT,Nuclear deal,a nuclear deal,,9,L,2,3,14,16,L
9_L_0018,PROPERTY,Affection,embraced,ISR,9,L,2,3,7,7,L
9_L_0019,PROPERTY,Other,stark divergence,USA,9,L,2,3,28,29,L
9_L_0020,OBJECT,Nuclear deal,the 2015 deal,,9,L,2,3,53,55,L
9_L_0021,OBJECT,IRN files,the disclosures,,9,L,2,3,37,38,L
9_L_0022,PROPERTY,No trustworthiness,under false pretenses,IRN,9,L,2,3,23,25,L
9_L_0023,ACTOR,USA\Trump,President Trump,,9,L,3,4,33,34,L
9_L_0024,MISC,Reaction to IRN deal,President Trump's decision,,9,L,3,4,33,36,L
9_L_0025,ACTOR,ISR\Netanyahu,Prime Minister Benjamin Netanyahu,,9,L,3,4,7,10,L
9_L_0026,COUNTRY,USA,The administration,,9,L,3,4,0,1,L
9_L_0027,EVENT,Presentation,a dramatic PowerPoint presentation,,9,L,3,4,14,17,L
9_L_0028,PROPERTY,Importance,dramatic,Presentation,9,L,3,4,15,15,L
9_L_0029,PROPERTY,Affection,echoed the claims,Netanyahu,9,L,3,4,2,4,L
9_L_0030,PROPERTY,Aggressor,rip up,Trump,9,L,3,4,40,41,L
9_L_0031,MISC,Reaction to IRN deal,rip up the agreement,,9,L,3,4,40,43,L
9_L_0032,PROPERTY,Power,set the stage for,Netanyahu; USA,9,L,3,4,29,32,L
9_L_0033,COUNTRY,USA,the White House,,9,L,3,4,25,27,L
9_L_0034,ACTOR,ISR\Netanyahu,Mr. Netanyahu,,9,L,4,6,4,5,L
9_L_0035,EVENT,Presentation,Mr. Netanyahu's theatrical presentation,,9,L,4,6,4,8,L
9_L_0036,ACTOR,USA\Trump,Mr. Trump,,9,L,4,5,0,1,L
9_L_0037,COUNTRY,USA,The White House,,9,L,4,6,0,2,L
9_L_0038,OBJECT,IRN files,documents,,9,L,4,6,12,12,L
9_L_0039,PROPERTY,Poor quality,flaws,Nuclear deal,9,L,4,6,32,32,L
9_L_0040,PROPERTY,Power,nighttime raid,IRN,9,L,4,6,20,21,L
9_L_0041,MISC,Reaction to IRN deal,scrap the deal,,9,L,4,5,5,7,L
9_L_0042,OBJECT,Nuclear deal,the agreement,,9,L,4,6,29,30,L
9_L_0043,OBJECT,Nuclear deal,the deal,,9,L,4,5,6,7,L
9_L_0044,PROPERTY,Importance,theatrical,Presentation,9,L,4,6,7,7,L
9_L_0045,PROPERTY,Aggressor,threatened to scrap,Trump,9,L,4,5,3,5,L
9_L_0046,PROPERTY,Victim,threatened to scrap,Nuclear deal,9,L,4,5,3,5,L
9_L_0047,ACTOR-I,USA\USA-I,Sarah Huckabee Sanders,,9,L,5,7,18,20,L
9_L_0048,OBJECT,Nuclear deal,The deal,,9,L,5,7,1,2,L
9_L_0049,PROPERTY,No trustworthiness,dishonest,IRN,9,L,5,9,2,2,L
9_L_0050,COUNTRY,IRN,dishonest actors,,9,L,5,9,2,3,L
9_L_0051,PROPERTY,Refusal,have a big problem with that,Nuclear deal,9,L,5,10,17,22,L
9_L_0052,PROPERTY,No trustworthiness,lied,IRN,9,L,5,8,2,2,L
9_L_0053,PROPERTY,Unreason,made on a completely false pretense,Nuclear deal,9,L,5,7,4,9,L
9_L_0054,PROPERTY,Poor quality,made on a completely false pretense,Nuclear deal,9,L,5,7,4,9,L
