id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
1_M_0000,ACTOR,USA\Comey,Comey,,1,M,0,0,0,0,M
1_M_0001,OBJECT,Comey Memos,Comey memos,,1,M,0,0,0,1,M
1_M_0002,COUNTRY,USA,Congress,,1,M,0,0,4,4,M
1_M_0003,ACTOR,USA\Comey,Comey,,1,M,1,1,13,13,M
1_M_0004,ACTOR,USA\Comey,Comey,,1,M,1,1,27,27,M
1_M_0005,ACTOR,USA\Comey,Comey,,1,M,1,1,40,40,M
1_M_0006,ACTOR,USA\Trump,President Trump,,1,M,1,1,19,20,M
1_M_0007,PROPERTY,Good quality,closely tracked,Comey Memos,1,M,1,1,25,26,M
1_M_0008,PROPERTY,Power,explosive,Comey Memos,1,M,1,1,5,5,M
1_M_0009,OBJECT,Comey Memos,explosive memos,,1,M,1,1,5,6,M
1_M_0010,ACTOR,USA\Comey,former FBI director James Comey,,1,M,1,1,9,13,M
1_M_0011,MISC,Comey Memos\Interactions with Trump,his troubling encounters with President Trump,,1,M,1,1,15,20,M
1_M_0012,PROPERTY,Negative,troubling encounters,Trump,1,M,1,1,16,17,M
1_M_0013,ACTOR,USA\Comey,Comey,,1,M,2,3,17,17,M
1_M_0014,COUNTRY,USA,Congress,,1,M,2,2,5,5,M
1_M_0015,ACTOR-I,USA\USA-I,Justice special counsel Robert Mueller,,1,M,2,2,15,19,M
1_M_0016,ACTOR,USA\Flynn,Michael Flynn,,1,M,2,3,28,29,M
1_M_0017,COUNTRY,RUS,Russia,,1,M,2,2,34,34,M
1_M_0018,PROPERTY,No trustworthiness,Russia's interference,RUS,1,M,2,2,34,36,M
1_M_0019,EVENT,RUS interference,Russia's interference in the 2016 elections,,1,M,2,2,34,40,M
1_M_0020,OBJECT,Comey Memos,The memos,,1,M,2,2,0,1,M
1_M_0021,ACTOR,USA\Trump,Trump,,1,M,2,2,25,25,M
1_M_0022,PROPERTY,Other,alleged demands for loyalty,Trump,1,M,2,3,5,8,M
1_M_0023,ACTOR,USA\Comey,former director,,1,M,2,3,11,12,M
1_M_0024,ACTOR,USA\Flynn,former national security adviser,,1,M,2,3,24,27,M
1_M_0025,EVENT,Comey Memos\Russian Investigation,his investigation,,1,M,2,2,22,23,M
1_M_0026,EVENT,Comey Memos\Flynn investigation,investigation into former national security adviser Michael Flynn,,1,M,2,3,22,29,M
1_M_0027,PROPERTY,Other,possible attempts to obstruct,Trump,1,M,2,2,27,30,M
1_M_0028,ACTOR,USA\Trump,the president,,1,M,2,3,2,3,M
1_M_0029,EVENT,Comey Memos\Russian Investigation,the probe of Russia's interference in the 2016 elections,,1,M,2,2,31,40,M
1_M_0030,ACTOR,USA\Flynn,Flynn,,1,M,3,4,0,0,M
1_M_0031,ACTOR,USA\Flynn,Flynn,,1,M,3,5,0,0,M
1_M_0032,ACTOR-I,USA\USA-I,Mueller,,1,M,3,5,5,5,M
1_M_0033,COUNTRY,RUS,Russia ambassador Sergey Kislyak,,1,M,3,4,14,17,M
1_M_0034,COUNTRY,USA,the FBI,,1,M,3,4,7,8,M
1_M_0035,ACTOR,USA\Comey,Comey,,1,M,4,6,18,18,M
1_M_0036,ACTOR,USA\Trump,Trump,,1,M,4,6,16,16,M
1_M_0037,ACTOR,USA\Trump,Trump,,1,M,4,6,34,34,M
1_M_0038,OBJECT,Comey Memos\Steele dossier,Trump's involvement with prostitutes during a 2013 visit in Moscow,,1,M,4,6,34,44,M
1_M_0039,OBJECT,Comey Memos\Steele dossier,a dossier,,1,M,4,6,23,24,M
