id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
9_R_0000,OBJECT,IRN files,Iran Intel,,9,R,0,0,7,8,R
9_R_0001,COUNTRY,ISR,Israeli Ambassador,,9,R,0,0,0,1,R
9_R_0002,ACTOR,ISR\Netanyahu,Netanyahu,,9,R,0,0,5,5,R
9_R_0003,PROPERTY,Importance,Presented a Smoking Bomb,IRn files,9,R,0,0,10,13,R
9_R_0004,MISC,IRN nuclear activity,Smoking Bomb,,9,R,0,0,12,13,R
9_R_0005,COUNTRY,USA,US,,9,R,0,0,3,3,R
9_R_0006,MISC,IRN nuclear activity,Iran's nuclear program,,9,R,1,1,21,24,R
9_R_0007,COUNTRY,ISR,Israel's ambassador,,9,R,1,1,0,2,R
9_R_0008,ACTOR,ISR\Netanyahu,Prime Minister Benjamin Netanyahu,,9,R,1,1,14,17,R
9_R_0009,EVENT,Presentation,slideshow,,9,R,1,1,12,12,R
9_R_0010,COUNTRY,USA,the United States,,9,R,1,1,4,6,R
9_R_0011,PROPERTY,Power,unveiled facts,Presentation; Netanyahu,9,R,1,1,18,19,R
9_R_0012,PROPERTY,Importance,"worse than a ""smoking gun.""",IRN files; IRN nuclear activity,9,R,1,1,27,34,R
9_R_0013,ACTOR-I,ISR\ISR-I,Ron Dermer,,9,R,2,2,8,9,R
9_R_0014,PROPERTY,Importance,presented a smoking bomb,Presentation; IRN nuclear activity,9,R,2,2,2,5,R
9_R_0015,MISC,IRN nuclear activity,smoking bomb,,9,R,2,2,4,5,R
9_R_0016,ACTOR,ISR\Netanyahu,Benjamin Netanyahu,,9,R,4,4,3,4,R
9_R_0017,COUNTRY,IRN,Iran,,9,R,4,4,16,16,R
9_R_0018,ACTOR,ISR\Netanyahu,Israeli Prime Minister,,9,R,4,4,0,2,R
9_R_0019,PROPERTY,No trustworthiness,brazenly lying,IRN,9,R,4,4,19,20,R
9_R_0020,PROPERTY,Importance,dramatic,IRN files,9,R,4,4,8,8,R
