id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
2_R_0000,PROPERTY,No trustworthiness,Beware of,PRK,2,R,0,0,0,1,R
2_R_0001,ACTOR,PRK\Kim,Kim,,2,R,0,0,10,10,R
2_R_0002,EVENT,Kim's announcement,Kim's talk,,2,R,0,0,10,12,R
2_R_0003,COUNTRY,PRK,North Korea,,2,R,0,0,2,3,R
2_R_0004,ACTION,PRK nuclear missile test suspension,North Korea's nuclear and missile pledge,,2,R,0,0,2,8,R
2_R_0005,PROPERTY,No trustworthiness,talk is cheap,Kim,2,R,0,0,12,14,R
2_R_0006,ACTOR,PRK\Kim,Kim Jong Un,,2,R,1,1,3,5,R
2_R_0007,ACTOR,PRK\Kim,North Korean dictator,,2,R,1,1,0,2,R
2_R_0008,EVENT,Kim's announcement,North Korean dictator Kim Jong Un's surprise announcement,,2,R,1,1,0,8,R
2_R_0009,COUNTRY,USA,U.S.,,2,R,1,1,33,33,R
2_R_0010,PROPERTY,Positive,a momentous victory,USA,2,R,1,1,28,30,R
2_R_0011,EVENT,Kim's announcement,a momentous victory for the U.S.,,2,R,1,1,28,33,R
2_R_0012,MISC,PRK plans to close down test site,close its nuclear testing site,,2,R,1,1,21,25,R
2_R_0013,ACTION,PRK nuclear missile test suspension,suspend tests of nuclear weapons and missiles,,2,R,1,1,13,19,R
2_R_0014,ACTOR,PRK\Kim,Kim,,2,R,2,2,0,0,R
2_R_0015,ACTOR,PRK\Kim,Kim,,2,R,2,2,19,19,R
2_R_0016,EVENT,Kim's announcement,Kim's announcement,,2,R,2,2,0,2,R
2_R_0017,ACTOR,USA\Trump,President Trump,,2,R,2,2,15,16,R
2_R_0018,EVENT,USA PRK summit,Trump meets with Kim,,2,R,2,2,16,19,R
2_R_0019,PROPERTY,Importance,conferring international prestige,Kim,2,R,2,2,25,27,R
2_R_0020,COUNTRY,PRK,his impoverished nation,,2,R,2,2,43,45,R
2_R_0021,PROPERTY,Weakness,impoverished,PRK,2,R,2,2,44,44,R
2_R_0022,PROPERTY,No trustworthiness,ploy,Kim,2,R,2,2,12,12,R
2_R_0023,ACTOR,PRK\Kim,the dictator,,2,R,2,2,29,30,R
2_R_0024,PROPERTY,Economy positive,the lifting of international economic sanctions,PRK,2,R,2,2,36,41,R
2_R_0025,ACTOR,PRK\Kim,Kim,,2,R,3,3,20,20,R
2_R_0026,ACTOR,PRK\Kim,Kim,,2,R,3,4,2,2,R
2_R_0027,PROPERTY,No trustworthiness,a long record of lying and breaking promises,Kim,2,R,3,4,11,18,R
2_R_0028,PROPERTY,Aggressor,forcing,USA,2,R,3,3,19,19,R
2_R_0029,PROPERTY,Unimportance,simply,Kim,2,R,3,4,3,3,R
2_R_0030,EVENT,Kim's announcement,simply made a statement,,2,R,3,4,3,6,R
2_R_0031,COUNTRY,USA,the Trump administration,,2,R,3,3,15,17,R
2_R_0032,MISC,Denuclearization,the nuclear issue,,2,R,3,4,20,22,R
2_R_0033,ACTOR,PRK\Kim,Kim,,2,R,4,5,1,1,R
2_R_0034,EVENT,Kim's announcement,Kim's conciliatory words,,2,R,4,5,1,4,R
2_R_0035,PROPERTY,Affection,conciliatory words,Denuclearization,2,R,4,5,3,4,R
2_R_0036,PROPERTY,Unsafety,no way of knowing,PRK nuclear missile test suspension; PRK plans to close down test site; Denuclearization,2,R,4,5,11,14,R
2_R_0037,MISC,Denuclearization,will actually do what he claims,,2,R,4,5,17,22,R
2_R_0038,ACTION,PRK nuclear missile test suspension,will actually do what he claims,,2,R,4,5,17,22,R
2_R_0039,MISC,PRK plans to close down test site,will actually do what he claims,,2,R,4,5,17,22,R
2_R_0040,ACTOR,PRK\Kim,Kim,,2,R,5,6,20,20,R
2_R_0041,ACTOR,PRK\Kim,Kim,,2,R,5,7,2,2,R
2_R_0042,PROPERTY,No trustworthiness,a long record of lying and breaking promises,Kim,2,R,5,7,11,18,R
2_R_0043,MISC,Denuclearization,a victory by the Trump administration for forcing Kim to back down,,2,R,5,6,12,23,R
