id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
3_R_0000,EVENT,USA election 2016,2016 election,,3,R,0,0,15,16,R
3_R_0001,GROUP,USA\Democrats,Democratic Party,,3,R,0,0,0,1,R
3_R_0002,COUNTRY,RUS,Russia,,3,R,0,0,10,10,R
3_R_0003,EVENT,Trump campaign,Trump campaign,,3,R,0,0,7,8,R
3_R_0004,GROUP,Wikileaks,WikiLeaks,,3,R,0,0,12,12,R
3_R_0005,PROPERTY,Other,alleging,Lawsuit; Democrats,3,R,0,0,4,4,R
3_R_0006,MISC,RUS interference into USA election,conspiracy,,3,R,0,0,5,5,R
3_R_0007,PROPERTY,Power,files suit,Democrats,3,R,0,0,2,3,R
3_R_0008,MISC,Lawsuit,suit alleging conspiracy,,3,R,0,0,3,5,R
3_R_0009,MISC,RUS interference into USA election,sway 2016 election,,3,R,0,0,14,16,R
3_R_0010,GROUP,USA\Democrats,DNC,,3,R,1,1,0,0,R
3_R_0011,MISC,RUS interference into USA election,election interference,,3,R,1,1,4,5,R
3_R_0012,PROPERTY,Power,files lawsuit,Democrats,3,R,1,1,1,2,R
3_R_0013,MISC,Lawsuit,lawsuit,,3,R,1,1,2,2,R
3_R_0014,ACTOR,USA\Republicans\Trump,Donald Trump,,3,R,2,2,30,31,R
3_R_0015,GROUP,USA\Democrats,The Democratic Party,,3,R,2,2,0,2,R
3_R_0016,EVENT,Trump campaign,Trump campaign,,3,R,2,2,11,12,R
3_R_0017,GROUP,USA\Republicans,Trump campaign officials,,3,R,2,2,11,13,R
3_R_0018,GROUP,Wikileaks,WikiLeaks,,3,R,2,2,19,19,R
3_R_0019,PROPERTY,Other,alleging,Democrats; Lawsuit,3,R,2,2,20,20,R
3_R_0020,PROPERTY,Power,filed a multimillion-dollar federal lawsuit,Democrats,3,R,2,2,5,9,R
3_R_0021,PROPERTY,Importance,multimillion-dollar,Lawsuit,3,R,2,2,7,7,R
3_R_0022,MISC,Lawsuit,multimillion-dollar federal lawsuit,,3,R,2,2,7,9,R
3_R_0023,EVENT,USA election 2016,the 2016 election,,3,R,2,2,26,28,R
3_R_0024,COUNTRY,RUS,the Russian government,,3,R,2,2,15,17,R
