id,code_type,code_name,code_mention,target_concept,event_id,publisher_id,paragraph,sentence,start,end,orientation
9_LL_0000,ACTOR,ISR\Netanyahu,Benjamin Netanyahu,,9,LL,0,0,0,1,LL
9_LL_0001,PROPERTY,Aggressor,Disparages,Netanyahu,9,LL,0,0,2,2,LL
9_LL_0002,PROPERTY,Victim,Disparages,Nuclear deal,9,LL,0,0,2,2,LL
9_LL_0003,OBJECT,Nuclear deal,Iran Nuclear Agreement,,9,LL,0,0,3,5,LL
9_LL_0004,COUNTRY,IRN,Iran,,9,LL,1,1,1,1,LL
9_LL_0005,COUNTRY,IRN,Iran,,9,LL,1,2,11,11,LL
9_LL_0006,COUNTRY,IRN,Iran's leaders,,9,LL,1,1,1,3,LL
9_LL_0007,ACTOR,ISR\Netanyahu,Netanyahu,,9,LL,1,1,13,13,LL
9_LL_0008,PROPERTY,No trustworthiness,lied,IRN,9,LL,1,2,12,12,LL
9_LL_0009,MISC,IRN nuclear activity,pursuing nuclear weapons,,9,LL,1,1,7,9,LL
9_LL_0010,PROPERTY,Importance,repeatedly deny,IRN nuclear activity; Nuclear deal,9,LL,1,1,4,5,LL
9_LL_0011,COUNTRY,IRN,Iran,,9,LL,2,3,16,16,LL
9_LL_0012,COUNTRY,ISR,Israel,,9,LL,2,3,6,6,LL
9_LL_0013,COUNTRY,USA,Washington,,9,LL,2,3,36,36,LL
9_LL_0014,OBJECT,Nuclear deal,a 2015 agreement,,9,LL,2,3,24,26,LL
9_LL_0015,MISC,IRN nuclear activity,continued gathering nuclear knowledge,,9,LL,2,3,18,21,LL
9_LL_0016,PROPERTY,Power,continued gathering nuclear knowledge,IRN,9,LL,2,3,18,21,LL
9_LL_0017,PROPERTY,No trustworthiness,continued gathering nuclear knowledge after signing a 2015 agreement,IRN,9,LL,2,3,18,26,LL
9_LL_0018,OBJECT,IRN files,evidence,,9,LL,2,3,14,14,LL
9_LL_0019,OBJECT,Nuclear deal,the agreement,,9,LL,2,3,39,40,LL
9_LL_0020,COUNTRY,IRN,Iran,,9,LL,3,4,1,1,LL
9_LL_0021,COUNTRY,IRN,Iran,,9,LL,3,5,11,11,LL
9_LL_0022,COUNTRY,IRN,Iran's leaders,,9,LL,3,4,1,3,LL
9_LL_0023,ACTOR,ISR\Netanyahu,Prime Minister Benjamin Netanyahu,,9,LL,3,4,12,15,LL
9_LL_0024,PROPERTY,No trustworthiness,lied,IRN,9,LL,3,5,12,12,LL
9_LL_0025,MISC,IRN nuclear activity,pursuing nuclear weapons,,9,LL,3,4,7,9,LL
9_LL_0026,PROPERTY,Importance,repeatedly deny,IRN nuclear activity; Nuclear deal,9,LL,3,4,4,5,LL
9_LL_0027,COUNTRY,IRN,Iran,,9,LL,4,6,3,3,LL
9_LL_0028,COUNTRY,IRN,Iran,,9,LL,4,8,7,7,LL
9_LL_0029,ACTOR,ISR\Netanyahu,Netanyahu,,9,LL,4,8,22,22,LL
9_LL_0030,MISC,IRN nuclear activity,a nuclear weapons program,,9,LL,4,6,8,11,LL
9_LL_0031,PROPERTY,No trustworthiness,"even after the deal, Iran continued to preserve and expand its nuclear weapons knowledge",IRN,9,LL,4,8,2,16,LL
9_LL_0032,PROPERTY,No trustworthiness,lied about,IRN,9,LL,4,6,4,5,LL
9_LL_0033,MISC,IRN nuclear activity,preserve and expand its nuclear weapons knowledge,,9,LL,4,8,10,16,LL
9_LL_0034,PROPERTY,Power,prove it did,IRN files,9,LL,4,7,3,5,LL
9_LL_0035,OBJECT,IRN files,secret files,,9,LL,4,7,1,2,LL
9_LL_0036,OBJECT,Nuclear deal,the deal,,9,LL,4,8,4,5,LL
9_LL_0037,COUNTRY,IRN,Iran,,9,LL,5,9,3,3,LL
9_LL_0038,PROPERTY,Unlawfulness,didn't come clear to the IAEA as required,IRN,9,LL,5,9,10,18,LL
9_LL_0039,PROPERTY,No trustworthiness,lied,IRN,9,LL,5,9,4,4,LL
9_LL_0040,OBJECT,Nuclear deal,the nuclear deal,,9,LL,5,9,20,22,LL
